word,guess,solution_w,frequency,negative,neutral,positive,remaining_mean,remaining_median
waxes,1.0,0.0,4.6383960000000003e-07,0.0,1.0,0.0,,
punks,1.0,0.0,4.6535060000000003e-07,0.0,1.0,0.0,,
sodas,1.0,0.0,4.65405e-07,0.0,1.0,0.0,,
lisle,1.0,0.0,4.655064000000001e-07,0.0,1.0,0.0,,
pared,1.0,0.0,4.655452e-07,0.0,1.0,0.0,,
mints,1.0,0.0,4.677634000000001e-07,0.0,1.0,0.0,,
tucks,1.0,0.0,4.683598e-07,0.0,1.0,0.0,,
sills,1.0,0.0,4.68482e-07,0.0,1.0,0.0,,
meuse,1.0,0.0,4.68643e-07,0.0,1.0,0.0,,
manse,1.0,0.0,4.695917999999999e-07,0.0,1.0,0.0,,
titer,1.0,0.0,4.698354e-07,0.0,1.0,0.0,,
lapis,1.0,0.0,4.703272000000001e-07,0.0,1.0,0.0,,
homey,1.0,0.0,4.715346000000001e-07,0.0,1.0,0.0,,
buoys,1.0,0.0,4.719466e-07,0.0,1.0,0.0,,
bayle,1.0,0.0,4.723076e-07,0.0,1.0,0.0,,
jawed,1.0,0.0,4.740058e-07,0.0,1.0,0.0,,
kondo,1.0,0.0,4.750554e-07,0.0,1.0,0.0,,
doggy,1.0,0.0,4.757974000000001e-07,0.0,1.0,0.0,,
pinks,1.0,0.0,4.7729e-07,0.0,1.0,0.0,,
wands,1.0,0.0,4.773928e-07,0.0,1.0,0.0,,
sayer,1.0,0.0,4.79447e-07,0.0,1.0,0.0,,
calyx,1.0,0.0,4.795254e-07,0.0,1.0,0.0,,
tinea,1.0,0.0,4.80105e-07,0.0,1.0,0.0,,
tasso,1.0,0.0,4.806018000000001e-07,0.0,1.0,0.0,,
fonda,1.0,0.0,4.808879999999999e-07,0.0,1.0,0.0,,
whoso,1.0,0.0,4.811414e-07,0.0,1.0,0.0,,
seeps,1.0,0.0,4.81445e-07,0.0,1.0,0.0,,
shewn,1.0,0.0,4.827064e-07,0.0,1.0,0.0,,
quant,1.0,0.0,4.841074e-07,0.0,1.0,0.0,,
moray,1.0,0.0,4.845202e-07,0.0,1.0,0.0,,
appel,1.0,0.0,4.849286e-07,0.0,1.0,0.0,,
sikes,1.0,0.0,4.849741999999999e-07,0.0,1.0,0.0,,
sabin,1.0,0.0,4.853546e-07,0.0,1.0,0.0,,
riven,1.0,0.0,4.856348e-07,0.0,1.0,0.0,,
irked,1.0,0.0,4.858476000000001e-07,0.0,1.0,0.0,,
cored,1.0,0.0,4.864459999999999e-07,0.0,1.0,0.0,,
gents,1.0,0.0,4.86942e-07,0.0,1.0,0.0,,
nevus,1.0,0.0,4.87866e-07,0.0,1.0,0.0,,
elven,1.0,0.0,4.87929e-07,0.0,1.0,0.0,,
joram,1.0,0.0,4.888376e-07,0.0,1.0,0.0,,
hoary,1.0,0.0,4.888774000000001e-07,0.0,1.0,0.0,,
burgh,1.0,0.0,4.891078e-07,0.0,1.0,0.0,,
amigo,1.0,0.0,4.893554000000001e-07,0.0,1.0,0.0,,
solos,1.0,0.0,4.895355999999999e-07,0.0,1.0,0.0,,
barbs,1.0,0.0,4.897832e-07,0.0,1.0,0.0,,
dayan,1.0,0.0,4.89805e-07,0.0,1.0,0.0,,
mowed,1.0,0.0,4.912136e-07,0.0,1.0,0.0,,
wicks,1.0,0.0,4.915838e-07,0.0,1.0,0.0,,
radix,1.0,0.0,4.918566000000001e-07,0.0,1.0,0.0,,
comms,1.0,0.0,4.922741999999999e-07,0.0,1.0,0.0,,
knell,1.0,0.0,4.929232000000001e-07,0.0,1.0,0.0,,
chins,1.0,0.0,4.93591e-07,0.0,1.0,0.0,,
peres,1.0,0.0,4.940428e-07,0.0,1.0,0.0,,
surat,1.0,0.0,4.940761999999999e-07,0.0,1.0,0.0,,
foals,1.0,0.0,4.942348000000001e-07,0.0,1.0,0.0,,
pokes,1.0,0.0,4.945919999999999e-07,0.0,1.0,0.0,,
chaco,1.0,0.0,4.952722e-07,0.0,1.0,0.0,,
swabs,1.0,0.0,4.953752e-07,0.0,1.0,0.0,,
techs,1.0,0.0,4.969752000000001e-07,0.0,1.0,0.0,,
bards,1.0,0.0,4.973786e-07,0.0,1.0,0.0,,
dicks,1.0,0.0,4.976779999999999e-07,0.0,1.0,0.0,,
gorse,1.0,0.0,4.976868000000001e-07,0.0,1.0,0.0,,
hadst,1.0,0.0,5.004136e-07,0.0,1.0,0.0,,
ephod,1.0,0.0,5.005105999999999e-07,0.0,1.0,0.0,,
legit,1.0,0.0,5.036492e-07,0.0,1.0,0.0,,
nicol,1.0,0.0,5.047172e-07,0.0,1.0,0.0,,
manus,1.0,0.0,5.051642e-07,0.0,1.0,0.0,,
auras,1.0,0.0,5.062250000000001e-07,0.0,1.0,0.0,,
prion,1.0,0.0,5.069113999999999e-07,0.0,1.0,0.0,,
manes,1.0,0.0,5.07676e-07,0.0,1.0,0.0,,
fucks,1.0,0.0,5.081996000000001e-07,1.0,0.0,0.0,,
dinna,1.0,0.0,5.088776000000001e-07,0.0,1.0,0.0,,
ahold,1.0,0.0,5.089674e-07,0.0,1.0,0.0,,
clary,1.0,0.0,5.093536e-07,0.0,1.0,0.0,,
caron,1.0,0.0,5.110646e-07,0.0,1.0,0.0,,
joule,1.0,0.0,5.11135e-07,0.0,1.0,0.0,,
duomo,1.0,0.0,5.115042000000001e-07,0.0,1.0,0.0,,
trams,1.0,0.0,5.116484e-07,0.0,1.0,0.0,,
cubit,1.0,0.0,5.133778e-07,0.0,1.0,0.0,,
riled,1.0,0.0,5.138038e-07,0.0,1.0,0.0,,
bubba,1.0,0.0,5.141711999999999e-07,0.0,1.0,0.0,,
kiddo,1.0,0.0,5.141838e-07,0.0,1.0,0.0,,
brits,1.0,0.0,5.149302e-07,0.0,1.0,0.0,,
dicky,1.0,0.0,5.167639999999999e-07,0.0,1.0,0.0,,
halts,1.0,0.0,5.177890000000001e-07,0.0,1.0,0.0,,
writs,1.0,0.0,5.180896e-07,0.0,1.0,0.0,,
stott,1.0,0.0,5.188124e-07,0.0,1.0,0.0,,
scams,1.0,0.0,5.190771999999999e-07,1.0,0.0,0.0,,
sagas,1.0,0.0,5.19163e-07,0.0,1.0,0.0,,
telly,1.0,0.0,5.224188000000001e-07,0.0,1.0,0.0,,
inked,1.0,0.0,5.234198e-07,0.0,1.0,0.0,,
vibes,1.0,0.0,5.236002e-07,0.0,1.0,0.0,,
clade,1.0,0.0,5.236672e-07,0.0,1.0,0.0,,
capri,1.0,0.0,5.239815999999999e-07,0.0,1.0,0.0,,
varus,1.0,0.0,5.25554e-07,0.0,1.0,0.0,,
annas,1.0,0.0,5.25693e-07,0.0,1.0,0.0,,
garda,1.0,0.0,5.260382e-07,0.0,1.0,0.0,,
haiku,1.0,0.0,5.26337e-07,0.0,1.0,0.0,,
sopra,1.0,0.0,5.272676e-07,0.0,1.0,0.0,,
pikes,1.0,0.0,5.28067e-07,0.0,1.0,0.0,,
coney,1.0,0.0,5.284530000000001e-07,0.0,1.0,0.0,,
imams,1.0,0.0,5.291248e-07,0.0,1.0,0.0,,
nooks,1.0,0.0,5.301522e-07,0.0,1.0,0.0,,
squaw,1.0,0.0,5.301776e-07,0.0,1.0,0.0,,
zaman,1.0,0.0,5.303442e-07,0.0,1.0,0.0,,
stews,1.0,0.0,5.305656e-07,0.0,1.0,0.0,,
micky,1.0,0.0,5.310832e-07,0.0,1.0,0.0,,
stoma,1.0,0.0,5.3145e-07,0.0,1.0,0.0,,
harps,1.0,0.0,5.320442e-07,0.0,1.0,0.0,,
noyes,1.0,0.0,5.324632e-07,0.0,1.0,0.0,,
licht,1.0,0.0,5.334888e-07,0.0,1.0,0.0,,
jeune,1.0,0.0,5.335456e-07,0.0,1.0,0.0,,
stabs,1.0,0.0,5.335688e-07,1.0,0.0,0.0,,
takin,1.0,0.0,5.342821999999999e-07,0.0,1.0,0.0,,
sakai,1.0,0.0,5.343245999999999e-07,0.0,1.0,0.0,,
xylem,1.0,0.0,5.348912e-07,0.0,1.0,0.0,,
biota,1.0,0.0,5.353898e-07,0.0,1.0,0.0,,
goers,1.0,0.0,5.354420000000001e-07,0.0,1.0,0.0,,
dawns,1.0,0.0,5.35536e-07,0.0,1.0,0.0,,
fives,1.0,0.0,5.36046e-07,0.0,1.0,0.0,,
hacks,1.0,0.0,5.36054e-07,0.0,1.0,0.0,,
suede,1.0,0.0,5.365084e-07,0.0,1.0,0.0,,
lupin,1.0,0.0,5.370976e-07,0.0,1.0,0.0,,
xerox,1.0,0.0,5.377942000000001e-07,0.0,1.0,0.0,,
razed,1.0,0.0,5.385002000000001e-07,0.0,1.0,0.0,,
canna,1.0,0.0,5.390558e-07,0.0,1.0,0.0,,
mufti,1.0,0.0,5.393240000000001e-07,0.0,1.0,0.0,,
borel,1.0,0.0,5.39884e-07,0.0,1.0,0.0,,
sheol,1.0,0.0,5.403368e-07,0.0,1.0,0.0,,
apace,1.0,0.0,5.40662e-07,0.0,1.0,0.0,,
runny,1.0,0.0,5.410030000000001e-07,0.0,1.0,0.0,,
stele,1.0,0.0,5.414058e-07,0.0,1.0,0.0,,
dotty,1.0,0.0,5.427333999999999e-07,0.0,1.0,0.0,,
kinks,1.0,0.0,5.428832000000001e-07,0.0,1.0,0.0,,
husks,1.0,0.0,5.446356e-07,0.0,1.0,0.0,,
jours,1.0,0.0,5.456156e-07,0.0,1.0,0.0,,
fonds,1.0,0.0,5.467064e-07,0.0,1.0,0.0,,
auxin,1.0,0.0,5.47704e-07,0.0,1.0,0.0,,
risus,1.0,0.0,5.481357999999999e-07,0.0,1.0,0.0,,
cajun,1.0,0.0,5.494627999999999e-07,0.0,1.0,0.0,,
heare,1.0,0.0,5.495655999999999e-07,0.0,1.0,0.0,,
ponce,1.0,0.0,5.506036e-07,0.0,1.0,0.0,,
talus,1.0,0.0,5.508086e-07,0.0,1.0,0.0,,
scoot,1.0,0.0,5.508192e-07,0.0,1.0,0.0,,
dents,1.0,0.0,5.527388e-07,0.0,1.0,0.0,,
saver,1.0,0.0,5.558797999999999e-07,0.0,1.0,0.0,,
lures,1.0,0.0,5.564476e-07,0.0,1.0,0.0,,
forme,1.0,0.0,5.571642e-07,0.0,1.0,0.0,,
wails,1.0,0.0,5.593553999999999e-07,0.0,1.0,0.0,,
samba,1.0,0.0,5.614192e-07,0.0,1.0,0.0,,
taxon,1.0,0.0,5.61783e-07,0.0,1.0,0.0,,
dyads,1.0,0.0,5.621410000000001e-07,0.0,1.0,0.0,,
bonne,1.0,0.0,5.629584e-07,0.0,1.0,0.0,,
lazar,1.0,0.0,5.632373999999999e-07,0.0,1.0,0.0,,
onely,1.0,0.0,5.634636000000001e-07,0.0,1.0,0.0,,
rayne,1.0,0.0,5.650224e-07,0.0,1.0,0.0,,
banda,1.0,0.0,5.665164e-07,0.0,1.0,0.0,,
tatar,1.0,0.0,5.665602e-07,0.0,1.0,0.0,,
welds,1.0,0.0,5.675012e-07,0.0,1.0,0.0,,
steen,1.0,0.0,5.685872000000001e-07,0.0,1.0,0.0,,
grays,1.0,0.0,5.689388000000001e-07,0.0,1.0,0.0,,
quint,1.0,0.0,5.69019e-07,0.0,1.0,0.0,,
quale,1.0,0.0,5.694836000000001e-07,0.0,1.0,0.0,,
gulag,1.0,0.0,5.701449999999999e-07,0.0,1.0,0.0,,
vesta,1.0,0.0,5.712474e-07,0.0,1.0,0.0,,
coped,1.0,0.0,5.747596e-07,0.0,1.0,0.0,,
fides,1.0,0.0,5.762167999999999e-07,0.0,1.0,0.0,,
magus,1.0,0.0,5.781555999999999e-07,0.0,1.0,0.0,,
fader,1.0,0.0,5.804886e-07,0.0,1.0,0.0,,
weeps,1.0,0.0,5.80758e-07,1.0,0.0,0.0,,
timon,1.0,0.0,5.81878e-07,0.0,1.0,0.0,,
agave,1.0,0.0,5.82439e-07,0.0,1.0,0.0,,
pease,1.0,0.0,5.844856e-07,0.0,1.0,0.0,,
recon,1.0,0.0,5.848812e-07,0.0,1.0,0.0,,
corso,1.0,0.0,5.849296e-07,0.0,1.0,0.0,,
mocks,1.0,0.0,5.862164e-07,1.0,0.0,0.0,,
passe,1.0,0.0,5.865192e-07,0.0,1.0,0.0,,
ducal,1.0,0.0,5.882496e-07,0.0,1.0,0.0,,
goons,1.0,0.0,5.889746e-07,0.0,1.0,0.0,,
skips,1.0,0.0,5.889976e-07,0.0,1.0,0.0,,
mucho,1.0,0.0,5.902075999999999e-07,0.0,1.0,0.0,,
cours,1.0,0.0,5.923295999999999e-07,0.0,1.0,0.0,,
spina,1.0,0.0,5.935131999999999e-07,0.0,1.0,0.0,,
beaks,1.0,0.0,5.940352e-07,0.0,1.0,0.0,,
toils,1.0,0.0,5.94693e-07,0.0,1.0,0.0,,
sarge,1.0,0.0,5.950063999999999e-07,0.0,1.0,0.0,,
areal,1.0,0.0,5.950328e-07,0.0,1.0,0.0,,
spate,1.0,0.0,5.957708e-07,0.0,1.0,0.0,,
boson,1.0,0.0,5.96586e-07,0.0,1.0,0.0,,
roped,1.0,0.0,5.971838e-07,0.0,1.0,0.0,,
ileum,1.0,0.0,5.973223999999999e-07,0.0,1.0,0.0,,
fames,1.0,0.0,5.973456e-07,0.0,1.0,0.0,,
dykes,1.0,0.0,5.983912e-07,0.0,1.0,0.0,,
feuds,1.0,0.0,5.995345999999999e-07,1.0,0.0,0.0,,
kites,1.0,0.0,5.995598e-07,0.0,1.0,0.0,,
hijab,1.0,0.0,6.002996e-07,0.0,1.0,0.0,,
seton,1.0,0.0,6.02151e-07,0.0,1.0,0.0,,
curia,1.0,0.0,6.027956e-07,0.0,1.0,0.0,,
ambit,1.0,0.0,6.034956e-07,0.0,1.0,0.0,,
thiol,1.0,0.0,6.052604000000001e-07,0.0,1.0,0.0,,
proin,1.0,0.0,6.066652e-07,0.0,1.0,0.0,,
alamo,1.0,0.0,6.082996e-07,0.0,1.0,0.0,,
kilos,1.0,0.0,6.09145e-07,0.0,1.0,0.0,,
nitro,1.0,0.0,6.093365999999999e-07,0.0,1.0,0.0,,
boned,1.0,0.0,6.095001999999999e-07,0.0,1.0,0.0,,
loner,1.0,0.0,6.107608e-07,1.0,0.0,0.0,,
bursa,1.0,0.0,6.122081999999999e-07,0.0,1.0,0.0,,
cubed,1.0,0.0,6.125722e-07,0.0,1.0,0.0,,
anise,1.0,0.0,6.132204e-07,0.0,1.0,0.0,,
rater,1.0,0.0,6.149576e-07,0.0,1.0,0.0,,
gimme,1.0,0.0,6.149775999999999e-07,0.0,1.0,0.0,,
capes,1.0,0.0,6.150580000000001e-07,0.0,1.0,0.0,,
meted,1.0,0.0,6.164494e-07,0.0,1.0,0.0,,
colts,1.0,0.0,6.175098000000001e-07,0.0,1.0,0.0,,
hullo,1.0,0.0,6.176702e-07,0.0,1.0,0.0,,
hallo,1.0,0.0,6.178046e-07,0.0,1.0,0.0,,
celts,1.0,0.0,6.179268e-07,0.0,1.0,0.0,,
potty,1.0,0.0,6.18864e-07,0.0,1.0,0.0,,
fosse,1.0,0.0,6.193029999999999e-07,0.0,1.0,0.0,,
libra,1.0,0.0,6.198998000000001e-07,0.0,1.0,0.0,,
durst,1.0,0.0,6.248584e-07,0.0,1.0,0.0,,
conte,1.0,0.0,6.253315999999999e-07,0.0,1.0,0.0,,
ochre,1.0,0.0,6.25487e-07,0.0,1.0,0.0,,
minas,1.0,0.0,6.257456e-07,0.0,1.0,0.0,,
tonne,1.0,0.0,6.264574e-07,0.0,1.0,0.0,,
nance,1.0,0.0,6.268852e-07,0.0,1.0,0.0,,
cowed,1.0,0.0,6.272124e-07,0.0,1.0,0.0,,
mondo,1.0,0.0,6.276644000000001e-07,0.0,1.0,0.0,,
claps,1.0,0.0,6.278557999999999e-07,0.0,1.0,0.0,,
ebbed,1.0,0.0,6.282352000000001e-07,0.0,1.0,0.0,,
shins,1.0,0.0,6.305124e-07,0.0,1.0,0.0,,
ortho,1.0,0.0,6.31145e-07,0.0,1.0,0.0,,
swede,1.0,0.0,6.313223999999999e-07,0.0,1.0,0.0,,
arras,1.0,0.0,6.318534e-07,0.0,1.0,0.0,,
chink,1.0,0.0,6.34621e-07,0.0,1.0,0.0,,
flees,1.0,0.0,6.353902e-07,1.0,0.0,0.0,,
vagal,1.0,0.0,6.414347999999999e-07,0.0,1.0,0.0,,
largo,1.0,0.0,6.423178e-07,0.0,1.0,0.0,,
lurks,1.0,0.0,6.435477999999999e-07,1.0,0.0,0.0,,
nomos,1.0,0.0,6.438258e-07,0.0,1.0,0.0,,
mamie,1.0,0.0,6.438680000000001e-07,0.0,1.0,0.0,,
dower,1.0,0.0,6.444496e-07,0.0,1.0,0.0,,
matte,1.0,0.0,6.445098e-07,0.0,1.0,0.0,,
jaffa,1.0,0.0,6.458161999999999e-07,0.0,1.0,0.0,,
senor,1.0,0.0,6.463964000000001e-07,0.0,1.0,0.0,,
sawed,1.0,0.0,6.464298000000001e-07,0.0,1.0,0.0,,
volta,1.0,0.0,6.469455999999999e-07,0.0,1.0,0.0,,
waked,1.0,0.0,6.502975999999999e-07,0.0,1.0,0.0,,
dudes,1.0,0.0,6.505156e-07,0.0,1.0,0.0,,
levee,1.0,0.0,6.508812000000001e-07,0.0,1.0,0.0,,
memes,1.0,0.0,6.510183999999999e-07,0.0,1.0,0.0,,
ulama,1.0,0.0,6.516284e-07,0.0,1.0,0.0,,
ramus,1.0,0.0,6.520315999999999e-07,0.0,1.0,0.0,,
hecht,1.0,0.0,6.520356e-07,0.0,1.0,0.0,,
toads,1.0,0.0,6.522368e-07,0.0,1.0,0.0,,
crags,1.0,0.0,6.52827e-07,0.0,1.0,0.0,,
doers,1.0,0.0,6.533132e-07,0.0,1.0,0.0,,
slats,1.0,0.0,6.541836e-07,0.0,1.0,0.0,,
cilia,1.0,0.0,6.54649e-07,0.0,1.0,0.0,,
grice,1.0,0.0,6.547145999999999e-07,0.0,1.0,0.0,,
tapas,1.0,0.0,6.549823999999999e-07,0.0,1.0,0.0,,
limes,1.0,0.0,6.550368e-07,0.0,1.0,0.0,,
reiki,1.0,0.0,6.560356e-07,0.0,1.0,0.0,,
leeks,1.0,0.0,6.57032e-07,0.0,1.0,0.0,,
yummy,1.0,0.0,6.578214000000001e-07,0.0,0.0,1.0,,
seers,1.0,0.0,6.591738e-07,0.0,1.0,0.0,,
atria,1.0,0.0,6.594342000000001e-07,0.0,1.0,0.0,,
grits,1.0,0.0,6.594688e-07,0.0,1.0,0.0,,
amman,1.0,0.0,6.600408e-07,0.0,1.0,0.0,,
cotta,1.0,0.0,6.605354e-07,0.0,1.0,0.0,,
zaire,1.0,0.0,6.61291e-07,0.0,1.0,0.0,,
gulps,1.0,0.0,6.617774e-07,0.0,1.0,0.0,,
hells,1.0,0.0,6.650410000000001e-07,0.0,1.0,0.0,,
twill,1.0,0.0,6.678156e-07,0.0,1.0,0.0,,
auger,1.0,0.0,6.68498e-07,0.0,1.0,0.0,,
peels,1.0,0.0,6.685044e-07,0.0,1.0,0.0,,
legge,1.0,0.0,6.691614e-07,0.0,1.0,0.0,,
bunks,1.0,0.0,6.693612e-07,0.0,1.0,0.0,,
rungs,1.0,0.0,6.722504e-07,0.0,1.0,0.0,,
gales,1.0,0.0,6.736302e-07,0.0,1.0,0.0,,
speer,1.0,0.0,6.755474e-07,0.0,1.0,0.0,,
waite,1.0,0.0,6.763323999999999e-07,0.0,1.0,0.0,,
cline,1.0,0.0,6.779992000000001e-07,0.0,1.0,0.0,,
topos,1.0,0.0,6.791084e-07,0.0,1.0,0.0,,
hares,1.0,0.0,6.797446e-07,0.0,1.0,0.0,,
dural,1.0,0.0,6.809971999999999e-07,0.0,1.0,0.0,,
blurs,1.0,0.0,6.815704e-07,0.0,1.0,0.0,,
calms,1.0,0.0,6.82319e-07,0.0,0.0,1.0,,
blocs,1.0,0.0,6.826546e-07,0.0,1.0,0.0,,
rheum,1.0,0.0,6.829691999999999e-07,0.0,1.0,0.0,,
dildo,1.0,0.0,6.836574000000001e-07,0.0,1.0,0.0,,
casks,1.0,0.0,6.83888e-07,0.0,1.0,0.0,,
dixit,1.0,0.0,6.861299999999999e-07,0.0,1.0,0.0,,
tints,1.0,0.0,6.865389999999999e-07,0.0,1.0,0.0,,
libri,1.0,0.0,6.88367e-07,0.0,1.0,0.0,,
glows,1.0,0.0,6.905536e-07,0.0,1.0,0.0,,
stile,1.0,0.0,6.905676e-07,0.0,1.0,0.0,,
gurus,1.0,0.0,6.909094e-07,0.0,1.0,0.0,,
solon,1.0,0.0,6.91228e-07,0.0,1.0,0.0,,
wroth,1.0,0.0,6.921316e-07,0.0,1.0,0.0,,
playa,1.0,0.0,6.928954e-07,0.0,1.0,0.0,,
tusks,1.0,0.0,6.938638e-07,0.0,1.0,0.0,,
crore,1.0,0.0,6.942652e-07,0.0,1.0,0.0,,
psych,1.0,0.0,6.952689999999999e-07,0.0,1.0,0.0,,
colds,1.0,0.0,6.95754e-07,0.0,1.0,0.0,,
sibyl,1.0,0.0,6.958064e-07,0.0,1.0,0.0,,
crewe,1.0,0.0,6.973146e-07,0.0,1.0,0.0,,
fumed,1.0,0.0,6.984888e-07,1.0,0.0,0.0,,
deans,1.0,0.0,6.985106e-07,0.0,1.0,0.0,,
sited,1.0,0.0,6.986264e-07,0.0,1.0,0.0,,
blest,1.0,0.0,7.001542e-07,0.0,1.0,0.0,,
dorms,1.0,0.0,7.003938e-07,0.0,1.0,0.0,,
tarts,1.0,0.0,7.004648e-07,0.0,1.0,0.0,,
sowed,1.0,0.0,7.024133999999999e-07,0.0,1.0,0.0,,
mille,1.0,0.0,7.031462e-07,0.0,1.0,0.0,,
hanks,1.0,0.0,7.03357e-07,0.0,1.0,0.0,,
hydra,1.0,0.0,7.036112e-07,0.0,1.0,0.0,,
swims,1.0,0.0,7.042224000000001e-07,0.0,1.0,0.0,,
rages,1.0,0.0,7.073336e-07,1.0,0.0,0.0,,
hulls,1.0,0.0,7.07981e-07,0.0,1.0,0.0,,
sophy,1.0,0.0,7.097214e-07,0.0,1.0,0.0,,
thane,1.0,0.0,7.10703e-07,0.0,1.0,0.0,,
tween,1.0,0.0,7.120977999999999e-07,0.0,1.0,0.0,,
mirza,1.0,0.0,7.13092e-07,0.0,1.0,0.0,,
imago,1.0,0.0,7.133364e-07,0.0,1.0,0.0,,
biggs,1.0,0.0,7.138144000000001e-07,0.0,1.0,0.0,,
laval,1.0,0.0,7.138352e-07,0.0,1.0,0.0,,
manet,1.0,0.0,7.139548e-07,0.0,1.0,0.0,,
parti,1.0,0.0,7.152798e-07,0.0,1.0,0.0,,
reels,1.0,0.0,7.161535999999999e-07,0.0,1.0,0.0,,
pawns,1.0,0.0,7.176781999999999e-07,0.0,1.0,0.0,,
duped,1.0,0.0,7.199726e-07,1.0,0.0,0.0,,
sated,1.0,0.0,7.245434e-07,0.0,1.0,0.0,,
labia,1.0,0.0,7.250421999999999e-07,0.0,1.0,0.0,,
eases,1.0,0.0,7.251550000000001e-07,0.0,0.0,1.0,,
voxel,1.0,0.0,7.260246e-07,0.0,1.0,0.0,,
antes,1.0,0.0,7.26855e-07,0.0,1.0,0.0,,
coups,1.0,0.0,7.281498e-07,0.0,1.0,0.0,,
yahoo,1.0,0.0,7.294296e-07,0.0,1.0,0.0,,
fryer,1.0,0.0,7.310706000000001e-07,0.0,1.0,0.0,,
hakim,1.0,0.0,7.311902e-07,0.0,1.0,0.0,,
drips,1.0,0.0,7.315126000000001e-07,0.0,1.0,0.0,,
rapes,1.0,0.0,7.318422e-07,1.0,0.0,0.0,,
slugs,1.0,0.0,7.319824e-07,0.0,1.0,0.0,,
tabor,1.0,0.0,7.323369999999999e-07,0.0,1.0,0.0,,
caved,1.0,0.0,7.323500000000001e-07,0.0,1.0,0.0,,
hough,1.0,0.0,7.323741999999999e-07,0.0,1.0,0.0,,
dames,1.0,0.0,7.331166e-07,0.0,1.0,0.0,,
deres,1.0,0.0,7.335443800000001e-07,0.0,1.0,0.0,,
knobs,1.0,0.0,7.340098000000001e-07,0.0,1.0,0.0,,
busts,1.0,0.0,7.341094e-07,0.0,1.0,0.0,,
delft,1.0,0.0,7.34758e-07,0.0,1.0,0.0,,
aster,1.0,0.0,7.351616e-07,0.0,1.0,0.0,,
dials,1.0,0.0,7.353406e-07,0.0,1.0,0.0,,
eared,1.0,0.0,7.357580000000001e-07,0.0,1.0,0.0,,
lopes,1.0,0.0,7.366642e-07,0.0,1.0,0.0,,
adder,1.0,0.0,7.37006e-07,0.0,1.0,0.0,,
caked,1.0,0.0,7.396178000000001e-07,0.0,1.0,0.0,,
liens,1.0,0.0,7.401454e-07,0.0,1.0,0.0,,
ayres,1.0,0.0,7.429314e-07,0.0,1.0,0.0,,
quits,1.0,0.0,7.429452e-07,0.0,1.0,0.0,,
hoses,1.0,0.0,7.435080000000001e-07,0.0,1.0,0.0,,
selah,1.0,0.0,7.4446e-07,0.0,1.0,0.0,,
lande,1.0,0.0,7.445809999999999e-07,0.0,1.0,0.0,,
clots,1.0,0.0,7.460539999999999e-07,0.0,1.0,0.0,,
mumps,1.0,0.0,7.46224e-07,0.0,1.0,0.0,,
lidar,1.0,0.0,7.477904000000001e-07,0.0,1.0,0.0,,
cooed,1.0,0.0,7.489226e-07,0.0,1.0,0.0,,
doeth,1.0,0.0,7.496458e-07,0.0,1.0,0.0,,
vulva,1.0,0.0,7.497834e-07,0.0,1.0,0.0,,
pepsi,1.0,0.0,7.498654e-07,0.0,1.0,0.0,,
telos,1.0,0.0,7.519258e-07,0.0,1.0,0.0,,
lindy,1.0,0.0,7.540286000000001e-07,0.0,1.0,0.0,,
radon,1.0,0.0,7.570229999999999e-07,0.0,1.0,0.0,,
pinot,1.0,0.0,7.571572000000001e-07,0.0,1.0,0.0,,
beaux,1.0,0.0,7.58637e-07,0.0,1.0,0.0,,
overs,1.0,0.0,7.587130000000001e-07,0.0,1.0,0.0,,
cafes,1.0,0.0,7.595094e-07,0.0,1.0,0.0,,
jaded,1.0,0.0,7.600566e-07,1.0,0.0,0.0,,
omens,1.0,0.0,7.610148e-07,0.0,1.0,0.0,,
renin,1.0,0.0,7.621416000000001e-07,0.0,1.0,0.0,,
yanks,1.0,0.0,7.646014e-07,0.0,1.0,0.0,,
mises,1.0,0.0,7.657604000000001e-07,0.0,1.0,0.0,,
banco,1.0,0.0,7.667669999999999e-07,0.0,1.0,0.0,,
vagus,1.0,0.0,7.67141e-07,0.0,1.0,0.0,,
divan,1.0,0.0,7.68064e-07,0.0,1.0,0.0,,
codon,1.0,0.0,7.723948e-07,0.0,1.0,0.0,,
soaps,1.0,0.0,7.726154e-07,0.0,1.0,0.0,,
barre,1.0,0.0,7.768372e-07,0.0,1.0,0.0,,
foams,1.0,0.0,7.774528e-07,0.0,1.0,0.0,,
bundy,1.0,0.0,7.781629999999998e-07,0.0,1.0,0.0,,
bonny,1.0,0.0,7.787352e-07,0.0,1.0,0.0,,
chico,1.0,0.0,7.865666e-07,0.0,1.0,0.0,,
parma,1.0,0.0,7.885315999999999e-07,0.0,1.0,0.0,,
earls,1.0,0.0,7.909822e-07,0.0,1.0,0.0,,
ceres,1.0,0.0,7.911170000000001e-07,0.0,1.0,0.0,,
sabre,1.0,0.0,7.929218e-07,0.0,1.0,0.0,,
helms,1.0,0.0,7.930957999999999e-07,0.0,1.0,0.0,,
dregs,1.0,0.0,7.958444e-07,0.0,1.0,0.0,,
karst,1.0,0.0,7.976937999999999e-07,0.0,1.0,0.0,,
donny,1.0,0.0,8.01289e-07,0.0,1.0,0.0,,
canes,1.0,0.0,8.030453999999999e-07,0.0,1.0,0.0,,
goths,1.0,0.0,8.063998e-07,0.0,1.0,0.0,,
mired,1.0,0.0,8.069329999999999e-07,0.0,1.0,0.0,,
